用户名,付款金额
user-198511,21780.47997201522
user-194489,21769.29231703897
user-132129,21767.96608855333
user-270242,21752.46261083396
user-108893,21731.44123459256
user-243433,21688.82133221291
user-242066,21627.20390862547
user-124957,21579.04990959438
user-246072,21557.84396400296
user-192047,21556.45058323542
user-283712,21536.64822133019
user-156032,21507.00554658774
user-172445,21491.41992109132
user-165375,21442.10529185083
user-232809,21426.49323599167
user-177291,21418.38715470431
user-121936,21403.43653909686
user-159986,21370.46934594401
user-134075,21293.45980451156
user-155623,21291.41925874232
user-258211,21259.35850165271
user-198601,21254.60909316811
user-137629,21039.63902076114
user-106651,20977.79178548711
user-168132,20941.297693398697
user-193706,20925.31872994302
user-232150,20835.437349297892
user-299439,20773.82634535789
user-117256,20759.76044276321
user-270311,20721.02607081585
user-118829,20635.746039863632
user-227318,20609.4855729035
user-175073,20606.38362675067
user-183121,20551.9699905245
user-249332,20548.033406413168
user-196219,20547.11390953118
user-274615,20538.06744908448
user-197513,20533.597562488358
user-237798,20494.47737285869
user-190458,20321.03812325884
user-277273,20219.38926554401
user-290560,20212.32956122531
user-197069,20176.4476621868
user-172752,20161.45194063654
user-145319,20146.84312093179
user-178713,20090.04077673271
user-255038,20063.0268068537
user-209119,20040.03750104646
user-193238,20032.28353557703
user-286081,20023.80305787742
user-158489,20019.4992335339
user-146688,20016.258351064982
user-190007,19841.89975881336
user-106559,19802.23485190501
user-187513,19745.63086619998
user-190666,19701.80907357393
user-238471,19653.365317418687
user-270263,19649.5145100259
user-280486,19633.30592237279
user-201876,19613.59340685153
user-139888,19586.91705118069
user-290595,19559.91637031487
user-157979,19547.05562253943
user-115687,19427.02470561158
user-236420,19391.81874170321
user-111834,19355.96360868897
user-112351,19352.5916068583
user-146284,19318.85460399313
user-198416,19313.029922441372
user-187728,19302.75047580189
user-143654,19289.75575882635
user-270200,19269.29009611348
user-120934,19234.64265746884
user-203473,19224.553720847758
user-162314,19200.35445120881
user-285861,19155.33848393343
user-110490,19113.35245951765
user-291626,19093.8
user-124797,19088.8199520733
user-297706,19080.55845295102
user-240140,18902.98725991888
user-142457,18899.90955244715
user-185067,18892.26026435964
user-118666,18885.73173954101
user-158587,18791.98827817946
user-163635,18776.63696128404
user-167069,18766.39463724032
user-112153,18735.245662095687
user-209226,18732.13240181369
user-192873,18582.16696807793
user-157847,18556.65738242804
user-213287,18494.35691004236
user-185306,18447.85272372089
user-138766,18285.66826519305
user-151624,18265.71868587655
user-263536,18215.45907083132
user-238494,18210.52781253638
user-172598,18202.61119973415
user-190326,18109.384909815413
user-271889,18092.33607257888
user-272953,18027.3197236268
user-206321,18017.19901755784
user-195150,18015.16935977191
user-153030,17925.94364995462
user-196992,17874.93870595959
user-117186,17861.904606780463
user-117061,17835.328304825078
user-177457,17803.5482404235
user-121692,17752.27643956191
user-194195,17709.757618866523
user-186773,17638.0999584286
user-172719,17636.68670025943
user-178572,17611.483701846828
user-147703,17527.032780323858
user-144211,17417.20181763299
user-135359,17389.27617403845
user-190421,17347.93556367861
user-190683,17297.37596308796
user-207069,17235.49790250557
user-213145,17203.80685048773
user-198953,17162.48
user-117421,17100.71307047649
user-233619,17077.2
user-160572,17046.26032688538
user-114606,17029.48948916895
user-159160,17000.06419522685
user-197180,16978.665649054303
user-233943,16966.63516093965
user-194220,16948.17302910514
user-279338,16934.04099717302
user-222898,16925.63472045869
user-167258,16835.52863706675
user-106948,16727.61395265846
user-172609,16712.01044397075
user-297949,16698.47455284749
user-285277,16600.3
user-274308,16580.21775723996
user-122467,16577.40722747559
user-117634,16441.48154767771
user-112519,16388.81398314643
user-128953,16366.37940689193
user-162492,16364.85823106834
user-136779,16360.87590236534
user-156541,16317.53932607443
user-228333,16293.73683522952
user-153512,16282.36060028076
user-156865,16279.871113918
user-172095,16225.16422575627
user-138499,16214.58831919438
user-178364,16192.9327344905
user-194940,16158.44595644315
user-295668,16122.67306665286
user-167042,16114.68
user-200436,16099.73338778273
user-178758,16096.497465009621
user-167567,16077.34324664842
user-119975,16001.00927417629
user-129455,15980.52129304692
user-104333,15953.44556865919
user-298476,15935.41249258718
user-106341,15869.90416855339
user-192229,15868.062287399742
user-162760,15824.4898531715
user-113971,15821.14721731057
user-183719,15820.35053357044
user-183955,15820.08916844375
user-191437,15798.30576169802
user-187516,15758.58772049142
user-165229,15690.80171798658
user-269562,15647.96629504099
user-117374,15624.48456949087
user-184340,15581.351755447771
user-159122,15556.58077456973
user-114010,15522.38741388606
user-261160,15502.73208456136
user-218848,15488.80575956517
user-197559,15462.6623556663
user-119245,15446.91094073367
user-170861,15339.160809626439
user-103443,15278.1756193415
user-129590,15240.37857043841
user-140661,15216.264551602431
user-154545,15161.55621257437
user-147058,15120.0845621917
user-116315,15071.21884732855
user-135446,15070.4839173024
user-126597,14955.816919491761
user-181321,14892.64447633002
user-128239,14842.10126798502
user-229129,14703.29812511658
user-118825,14622.164530785481
user-224257,14603.86558921433
user-264335,14565.53860425141
user-157946,14557.16226769755
user-149338,14503.75111696074
user-272096,14500.38120884749
user-187974,14490.619174557522
user-245208,14481.36637858069
user-162564,14379.37730976281
user-224863,14335.54488613271
user-210255,14297.14670175855
user-296501,14143.13456732552
user-257317,14140.80690332808
user-106090,14128.76014282603
user-170092,14027.598796172331
user-286809,14023.84676684237
user-160852,13961.06784758566
user-264909,13910.55579985795
user-151528,13878.654544076991
user-104928,13850.37
user-204534,13777.2087960469
user-135790,13753.02605838772
user-131231,13738.93480022065
user-106723,13719.43028722495
user-181793,13707.617579807698
user-273905,13707.17314045798
user-123561,13683.22
user-114672,13679.730000000001
user-173167,13671.869999999999
user-100418,13637.51197047162
user-184332,13622.74
user-195706,13588.805068341992
user-180953,13558.40772328295
user-162979,13553.79156238857
user-132894,13548.28596367254
user-168797,13523.307022315399
user-221149,13517.91641945305
user-170782,13470.16555463506
user-252425,13460.49
user-181044,13452.369999999999
user-185950,13446.54170173386
user-127111,13428.0944550843
user-186681,13423.814758706041
user-147774,13392.21486712613
user-112971,13376.85637273109
user-120782,13364.888191830101
user-193826,13359.07888574916
user-251120,13326.06517080335
user-128860,13317.55
user-107834,13300.68
user-179488,13277.63566586785
user-254629,13267.73
user-182899,13214.119999999999
user-156362,13212.119103417412
user-152292,13211.09
user-114392,13179.72424838764
user-128835,13159.87616125249
user-274514,13120.96306090568
user-173757,13101.76702012417
user-137220,13084.925129510306
user-102476,13071.041129835821
user-285941,13066.683767644896
user-143983,13046.54
user-109477,13036.71146194195
user-163410,13035.86194071556
user-185223,13035.266541315
user-295900,13020.45705321163
user-192735,13002.553157679795
user-148071,13001.83460777326
user-192850,12987.27
user-173367,12985.82
user-231255,12972.26
user-194265,12958.66826920529
user-105192,12954.34481965959
user-153601,12896.85547181114
user-199026,12878.18
user-191445,12877.54936313895
user-197031,12852.399211904822
user-237815,12793.918515711452
user-109247,12769.10363733655
user-176722,12765.81576894224
user-173018,12763.93
user-137886,12763.83741304233
user-286622,12746.87846908989
user-222829,12742.771679158559
user-165530,12716.24350881536
user-137327,12712.78121453569
user-298850,12684.44454790989
user-163773,12662.64153386016
user-116379,12633.592065863842
user-161768,12630.42155523305
user-130051,12621.70019627141
user-139812,12613.34
user-129272,12606.61
user-297316,12579.88991288469
user-174600,12571.76
user-111914,12538.075026111286
user-162130,12529.644852194779
user-223554,12494.62569917943
user-197993,12486.41953078082
user-125623,12481.653617822141
user-131511,12478.846517219541
user-148778,12472.132650883781
user-136753,12467.75111458114
user-159822,12399.10747543264
user-206117,12398.53199873708
user-173644,12301.07793072491
user-152937,12296.22202573641
user-177800,12283.76
user-180192,12281.79280040007
user-127922,12275.34213544326
user-215665,12272.85201266475
user-115553,12239.525657935119
user-111143,12230.57378137851
user-143238,12228.52517226656
user-261611,12187.50841256743
user-181433,12172.20405630362
user-118438,12168.55832039255
user-240519,12163.43347385021
user-130651,12158.73208573069
user-125661,12157.54
user-113053,12156.23517775128
user-178382,12153.95798888196
user-138172,12134.68457266843
user-170839,12110.54614527927
user-160135,12109.94
user-126911,12101.10227081384
user-123315,12089.433518994381
user-100189,12012.2153870242
user-272263,11985.18
user-191270,11941.630000000001
user-157187,11932.71036103287
user-116920,11928.39468491294
user-295293,11922.43417559368
user-217720,11855.94572154501
user-140378,11842.14119424529
user-297751,11832.33890865024
user-149243,11811.4
user-175088,11801.58025096602
user-185369,11794.40945894467
user-123228,11792.02104952926
user-189212,11791.389426471951
user-142949,11784.48071263423
user-265629,11763.88653976311
user-193906,11744.01
user-244703,11743.59507984288
user-162983,11741.09
user-294629,11733.85927130278
user-117001,11725.062310306981
user-179108,11673.2100028475
user-183477,11670.95
user-155706,11667.0
user-138256,11645.999925241613
user-248883,11634.12506036771
user-102304,11608.189999999999
user-155411,11570.35725925077
user-157186,11563.29769681645
user-191599,11547.52630406462
user-104185,11544.46
user-156815,11537.869999999999
user-198995,11523.6
user-138237,11507.689609153093
user-147561,11504.70341161155
user-155123,11501.42
user-145495,11482.48
user-160049,11446.5902006492
user-177281,11430.99
user-105423,11426.31
user-196844,11425.17643835132
user-184017,11397.25
user-121192,11394.65936824912
user-223095,11386.433782995384
user-282290,11378.82781681768
user-267256,11375.853839479729
user-242067,11367.097622440171
user-138143,11362.41570612218
user-178142,11362.10088451461
user-209602,11360.97421195698
user-100344,11356.43577424061
user-128817,11351.99055265392
user-121151,11351.83612980252
user-180336,11341.55
user-174365,11320.34
user-117225,11317.673693103343
user-123303,11283.99
user-107079,11282.23077905751
user-251666,11275.50392589189
user-270692,11258.72808213232
user-181013,11255.61362522158
user-100129,11247.39235012282
user-230761,11223.42136799366
user-194423,11188.191191688838
user-187494,11178.34437323561
user-213725,11172.42680899739
user-192581,11161.84880792551
user-155138,11129.87520856982
user-184911,11129.40779398665
user-267012,11097.41256621743
user-181406,11092.7428466553
user-109301,11092.2096525388
user-129236,11078.424702462855
user-282463,11075.98
user-199689,11050.98968609683
user-159538,11041.87719784872
user-127852,11039.86
user-137303,11020.88700186135
user-181002,11016.997150462197
user-152432,11016.76627574598
user-181972,11004.250626534842
user-199917,10983.485391967719
user-139005,10973.142815279749
user-287797,10970.63208239438
user-143816,10965.31985723807
user-281186,10952.77371686265
user-111277,10950.01
user-118276,10930.88394947773
user-188652,10913.498612530298
user-206386,10902.48
user-188539,10899.4
user-142683,10845.19184204321
user-155179,10844.27015947398
user-188969,10836.27
user-219867,10834.32858801899
user-194116,10832.23
user-143627,10827.103127874761
user-186069,10816.40814548511
user-102765,10814.42
user-194818,10787.91634011375
user-237390,10780.84
user-278664,10778.48445660624
user-235873,10771.79327985683
user-189831,10769.057523757574
user-105280,10767.66
user-216633,10764.84053818004
user-215189,10754.815921250522
user-104819,10733.28284083936
user-156425,10727.37699970486
user-110211,10724.294514758201
user-142757,10717.519618906212
user-113788,10712.84475050082
user-129503,10708.21
user-228285,10699.36783033113
user-145014,10696.12
user-140366,10695.874555398423
user-202745,10690.90132194474
user-155865,10686.52
user-147856,10685.06
user-254868,10666.0979618355
user-181363,10648.35
user-168738,10635.038477149086
user-172783,10632.490000000002
user-176271,10631.27
user-203948,10630.48724131728
user-113007,10630.42416471593
user-115195,10621.505277199723
user-124194,10615.9709367878
user-180362,10610.630000000001
user-237655,10593.75
user-116153,10593.222403148753
user-140939,10591.94476277252
user-178153,10586.06372658537
user-148967,10571.81
user-138518,10569.400740183784
user-223284,10566.82743308701
user-123159,10554.785365487283
user-115825,10554.35
user-267155,10553.87133989194
user-135461,10548.643683841077
user-175338,10541.1679429723
user-185526,10533.488916718374
user-110200,10529.454631917515
user-197989,10515.98
user-287081,10514.454526449186
user-132325,10485.69
user-183250,10469.83
user-161144,10466.841685682562
user-194000,10460.3150865711
user-103263,10429.720325543763
user-143716,10420.37139102547
user-122407,10401.014609082284
user-178079,10389.62
user-231792,10376.01
user-258531,10370.0
user-192832,10368.61
user-143236,10361.262357609237
user-293502,10339.12198618421
user-209071,10295.45
user-112207,10286.87
user-196993,10282.88
user-100562,10280.473918222124
user-246517,10278.69061868388
user-147349,10277.54780416637
user-170693,10238.22
user-170026,10213.68
user-139734,10201.200097106459
user-245529,10196.18869337874
user-104810,10187.18061228085
user-290920,10161.35
user-160134,10161.04
user-187442,10161.039999999999
user-125711,10155.24
user-154542,10143.308494367548
user-129813,10141.151334935317
user-208323,10134.29
user-279699,10120.03
user-147192,10113.706983778806
user-116348,10092.856024101791
user-101476,10084.99
user-150252,10072.6
user-162067,10071.63
user-144359,10062.039999999999
user-216273,10061.406304940912
user-171040,10033.08111309939
user-194648,10020.87609830694
user-131995,10020.06721484948
user-245025,10005.34143996193
user-277763,10003.438841325864
user-100927,9991.79
user-104765,9985.71
user-135233,9983.84554741439
user-191287,9970.73
user-124290,9964.109999999999
user-211876,9962.742191582767
user-173035,9940.61
user-121365,9929.44
user-295851,9925.806745809374
user-102006,9921.22
user-137624,9910.924477886552
user-166031,9910.447089618672
user-175200,9899.31
user-213166,9886.342021614018
user-162354,9886.202656265783
user-164031,9882.19
user-223846,9867.73675073232
user-199187,9867.55
user-128013,9848.16
user-129056,9847.75
user-223477,9837.13
user-102925,9836.663172572738
user-240291,9835.05
user-203709,9828.59
user-237266,9824.595992187022
user-268365,9817.17646479699
user-115385,9809.724460100038
user-135467,9809.208729167634
user-209148,9807.33
user-176738,9800.119999999999
user-148491,9797.905277571374
user-146706,9788.34
user-231986,9782.538008462303
user-163245,9776.28
user-154902,9771.56
user-147479,9758.51
user-101394,9756.53186372724
user-141987,9753.409662124595
user-190327,9752.137298878273
user-189990,9750.7
user-274793,9727.505594968054
user-137984,9720.854258795196
user-108437,9705.29194064175
user-157350,9687.95
user-106412,9678.556353704225
user-125481,9652.210000000001
user-167769,9643.24
user-223645,9639.804684215378
user-159750,9635.007608296275
user-144854,9631.25
user-154226,9628.61
user-293602,9623.699999999999
user-228920,9608.43
user-128991,9606.511029422874
user-106631,9602.011464727424
user-216526,9588.429436655088
user-151661,9573.029999999999
user-287222,9568.912531526319
user-147305,9565.31
user-164599,9558.95
user-288606,9529.5247680093
user-148074,9523.539999999999
user-241833,9519.428910379303
user-177613,9518.996760801736
user-137092,9517.423148327336
user-179434,9497.012841657634
user-211224,9494.9558558426
user-299799,9471.970969340387
user-256428,9463.80388252786
user-101078,9459.52
user-122090,9458.6473259168
user-171761,9450.7720351168
user-283798,9449.242955704914
user-130631,9449.040060860589
user-140403,9445.925700181968
user-140629,9434.57488713011
user-174973,9434.454165584577
user-199957,9428.974365958024
user-158362,9428.51
user-173339,9423.04
user-273266,9418.348060387343
user-122791,9417.41
user-198783,9415.408181203258
user-114064,9407.86396858054
user-112324,9407.66490346336
user-149490,9403.75
user-239887,9401.341885543434
user-134181,9399.85
user-143339,9389.597288017436
user-144092,9382.84
user-154089,9381.438486288958
user-194226,9371.374320488809
user-156094,9365.257216027552
user-230067,9362.944815813878
user-101660,9355.64
user-185262,9340.169198953135
user-182002,9336.59
user-286173,9329.696075505428
user-211594,9320.399978247267
user-152404,9314.36
user-238726,9310.3612337509
user-175373,9297.181754257139
user-111126,9287.202444901135
user-115713,9256.56
user-208366,9256.271643098811
user-213496,9253.35
user-204909,9247.703564758342
user-125013,9245.03
user-143859,9225.049655857123
user-157828,9217.38
user-264582,9214.311656690285
user-183981,9206.729999999998
user-100550,9199.359269743281
user-285655,9198.900866403796
user-191403,9198.47
user-168183,9193.69
user-167942,9180.268194147968
user-145833,9169.699999999999
user-154504,9168.75
user-113575,9163.44
user-143979,9154.48
user-138903,9151.345478114608
user-110086,9150.68
user-161773,9148.26
user-114254,9130.860766098911
user-155019,9122.403080747566
user-180830,9116.862396324905
user-163083,9106.81486006656
user-159136,9097.94
user-134530,9089.77
user-194109,9082.08
user-108165,9069.668293134022
user-110531,9065.007269969543
user-184004,9053.54
user-266144,9043.462868118608
user-295366,9036.35
user-157753,9035.019921794394
user-113153,9027.344788987471
user-281432,9016.57204253242
user-127549,9015.05950240432
user-103497,9011.836070854795
user-242604,9008.177427181274
user-258462,9004.925742715286
user-154638,9000.82
user-155443,9000.473396101337
user-101673,8997.002173782083
user-194333,8993.776005335521
user-181318,8991.53262941693
user-207656,8987.256647782644
user-173939,8976.88
user-272969,8976.63
user-181679,8962.970000000001
user-240946,8945.37
user-168853,8941.119999999999
user-158845,8941.11
user-169788,8929.78
user-182435,8928.552780357539
user-101182,8926.43
user-120944,8918.996394449083
user-171319,8918.93
user-190892,8899.58
user-121772,8889.99
user-267745,8889.23
user-147386,8879.532141622296
user-175890,8852.449999999999
user-290561,8852.43
user-131946,8852.369999999999
user-174769,8852.27633093543
user-184405,8844.917922945897
user-187253,8825.96
user-110177,8823.74
user-132192,8821.25
user-162352,8818.84
user-144301,8817.75
user-133976,8814.396678098192
user-145812,8794.180076615829
user-207184,8791.686597815107
user-274244,8787.23359008744
user-196647,8781.94
user-201481,8774.97
user-139945,8767.005034375079
user-177571,8765.0064171644
user-184660,8764.869999999999
user-162657,8756.018039745126
user-253156,8753.41
user-113998,8745.646536046414
user-222338,8724.88
user-128660,8704.980322857873
user-153820,8697.64
user-124701,8690.95
user-170644,8689.068792813498
user-144933,8686.812069502099
user-272163,8685.740774601389
user-179254,8673.07
user-187007,8671.7
user-294284,8658.16
user-218966,8655.8
user-267874,8655.596205350954
user-193109,8653.1
user-235347,8650.398276244565
user-131351,8649.06111254955
user-268454,8642.280510028382
user-140099,8641.95
user-108568,8641.04
user-138216,8638.2
user-243168,8637.55
user-166749,8629.5
user-113117,8621.77
user-143734,8615.52
user-121142,8610.22
user-196638,8582.819987903405
user-113133,8581.34
user-208039,8578.65295191713
user-177575,8576.855502416573
user-238951,8575.816900595642
user-289591,8567.86491039874
user-116015,8566.881481885453
user-180999,8562.0
user-125812,8561.103289404826
user-188013,8550.07
user-187258,8546.5
user-163792,8539.458586625216
user-145484,8531.880000000001
user-122495,8531.611829559686
user-232986,8521.27
user-181426,8509.99
user-119266,8506.37
user-125438,8500.248834514365
user-229299,8489.86406687113
user-175238,8487.653469719073
user-216614,8486.238355957374
user-231392,8480.33
user-135972,8477.89161427146
user-103755,8458.76
user-163887,8457.74
user-102560,8454.970215838644
user-258941,8453.63
user-224741,8453.415095853865
user-147332,8452.77006905168
user-171054,8447.9
user-127020,8446.67
user-291105,8445.03
user-120685,8443.616002439145
user-174811,8442.694118157042
user-130951,8440.89
user-204992,8429.880000000001
user-166654,8428.537081004166
user-241360,8424.188059591577
user-155201,8416.006489429092
user-152835,8409.277286441535
user-143664,8404.955633395268
user-286526,8404.4
user-110580,8400.22
user-160953,8398.95
user-165142,8395.35
user-112371,8390.74763796023
user-159851,8385.9
user-158241,8373.21
user-234373,8368.989675962608
user-175022,8366.84
user-121457,8366.14
user-153359,8361.15
user-235728,8360.47
user-230182,8353.24
user-161602,8353.09
user-174857,8351.210000000001
user-221419,8351.104943239246
user-245737,8350.42
user-225928,8350.13033391449
user-225223,8348.5
user-145861,8347.449999999999
user-134980,8343.67125133252
user-108055,8332.885070560573
user-148940,8332.380000000001
user-163761,8332.242486041625
user-210065,8330.55
user-272554,8329.867376118249
user-184647,8319.89883815902
user-174233,8315.12
user-195272,8313.59
user-113713,8308.55
user-243280,8306.1730631307
user-187964,8300.659605722063
user-290484,8296.502807024215
user-142123,8290.16
user-191538,8289.50301148102
user-143711,8288.86
user-109458,8288.673938981266
user-179173,8288.083316709188
user-297485,8286.505321150722
user-160216,8286.05262140477
user-133853,8285.449999999999
user-170535,8285.064112873213
user-104206,8281.8
user-127350,8278.84
user-103249,8278.45
user-110618,8264.538734582078
user-109681,8258.451031583736
user-166661,8257.52
user-276863,8251.64
user-175148,8250.84
user-177540,8249.85
user-187706,8247.514149978459
user-156713,8245.256098518146
user-286223,8237.87
user-180404,8236.374621361616
user-286824,8225.846323750298
user-135556,8224.89077120406
user-143061,8223.70740835477
user-286160,8223.328089464369
user-132151,8223.087550774722
user-105513,8223.051544078826
user-175168,8221.183247166979
user-194258,8216.851714710358
user-168636,8212.279999999999
user-193373,8207.053667810274
user-127310,8200.703639103507
user-229070,8199.260909707702
user-168158,8188.92
user-201297,8178.56
user-146314,8178.040000000001
user-196203,8174.51
user-157855,8162.365572207446
user-167259,8155.88
user-194729,8151.691346943629
user-141760,8145.216241300219
user-113332,8140.73
user-190313,8139.95
user-151496,8136.523290566405
user-239557,8131.54
user-225469,8120.812953432773
user-235589,8116.17
user-103664,8108.66
user-129447,8106.77
user-119558,8101.9400000000005
user-197986,8098.749199121971
user-217679,8097.37
user-111850,8085.026567419328
user-172840,8084.6
user-106807,8080.84
user-223147,8077.350634202549
user-209045,8076.120861382187
user-138137,8071.24
user-273119,8070.5657885795345
user-138392,8070.125069283754
user-203115,8064.371325691901
user-229470,8062.756430986294
user-101557,8050.14
user-188796,8050.04
user-198719,8048.92
user-118189,8047.25
user-142556,8041.86
user-266366,8039.180509870071
user-125855,8038.011863446078
user-249034,8037.5199999999995
user-193054,8036.56
user-111990,8032.601297225321
user-245868,8032.057551726648
user-168253,8030.96
user-148827,8016.604704129788
user-255241,8014.61
user-272962,8012.476708474204
user-195648,8012.0
user-155023,8007.164326535182
user-136177,8003.1900000000005
user-168057,8002.610000000001
user-292304,8002.589999999999
user-106694,8000.299999999999
user-147452,7997.76
user-188331,7997.4
user-104990,7995.44
user-161921,7991.45
user-161692,7990.27407791281
user-179591,7987.95
user-283892,7982.51
user-172512,7976.64
user-141388,7972.68
user-157654,7966.49
